profile_identifier,layer_identifier,latitude,longitude,country_code,top,bottom,date,type,order,source,contact,license,designation,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
IGAC-PUT-PT-51,IGAC-PUT-PT-51-H2,1.12310405785999,-76.9777069404329,COL,30,70,,perfil de suelo,HISTOSOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Oe2,,,,112.7,,20.7,4.7,,,,
IGAC-PUT-PT-51,IGAC-PUT-PT-51-H3,1.12310405785999,-76.9777069404329,COL,70,130,,perfil de suelo,HISTOSOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Oi,,,,123.9,,21.9,4.9,,,,
IGAC-PUT-PT-53,IGAC-PUT-PT-53-H1,1.17072917742989,-76.9889577879911,COL,0,8,,perfil de suelo,,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,,0.7,,,57.6,,6.3,5.2,18.0,30.0,52.0,
IGAC-PUT-PT-53,IGAC-PUT-PT-53-H2,1.17072917742989,-76.9889577879911,COL,8,50,,perfil de suelo,,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,,1.3,,,41.3,,3.7,4.8,14.0,46.0,40.0,
IGAC-PUT-PT-53,IGAC-PUT-PT-53-H3,1.17072917742989,-76.9889577879911,COL,50,85,,perfil de suelo,,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,,1.3,,,47.3,,4.4,5.3,16.0,36.0,48.0,
IGAC-PUT-PT-53,IGAC-PUT-PT-53-H4,1.17072917742989,-76.9889577879911,COL,85,115,,perfil de suelo,,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,,1.3,,,32.5,,3.1,5.6,16.0,54.0,30.0,
IGAC-PUT-PT-53,IGAC-PUT-PT-53-H5,1.17072917742989,-76.9889577879911,COL,115,150,,perfil de suelo,,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,,1.3,,,36.6,,2.3,5.2,18.0,56.0,26.0,
IGAC-PUT-PT-55,IGAC-PUT-PT-55-H1,1.19605695213824,-76.9047528335783,COL,0,30,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,0.44,,,54.9,,13.3,5.6,6.0,28.0,66.0,
IGAC-PUT-PT-55,IGAC-PUT-PT-55-H2,1.19605695213824,-76.9047528335783,COL,30,61,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw1,1.4,,,44.0,,4.8,5.7,6.0,14.0,80.0,
IGAC-PUT-PT-55,IGAC-PUT-PT-55-H3,1.19605695213824,-76.9047528335783,COL,61,88,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw2,1.4,,,33.3,,2.1,5.5,2.0,24.0,74.0,
IGAC-PUT-PT-55,IGAC-PUT-PT-55-H4,1.19605695213824,-76.9047528335783,COL,88,120,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw3,1.4,,,26.7,,0.8,5.5,2.0,24.0,74.0,
IGAC-PUT-PT-55,IGAC-PUT-PT-55-H5,1.19605695213824,-76.9047528335783,COL,120,150,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.4,,,25.6,,0.53,5.6,4.0,16.0,80.0,
IGAC-PUT-PT-60,IGAC-PUT-PT-60-H1,1.15157718591491,-76.9475304844607,COL,0,10,,perfil de suelo,HISTOSOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Oe,,,,67.3,,16.1,5.0,,,,
IGAC-PUT-PT-60,IGAC-PUT-PT-60-H2,1.15157718591491,-76.9475304844607,COL,10,30,,perfil de suelo,HISTOSOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,0.66,,,53.0,,8.0,4.9,40.0,14.0,46.0,
IGAC-PUT-PT-60,IGAC-PUT-PT-60-H3,1.15157718591491,-76.9475304844607,COL,30,70,,perfil de suelo,HISTOSOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Oeb1,,,,64.4,,16.5,4.9,,,,
IGAC-PUT-PT-60,IGAC-PUT-PT-60-H4,1.15157718591491,-76.9475304844607,COL,70,130,,perfil de suelo,HISTOSOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Oeb2,,,,75.8,,19.8,4.7,,,,
IGAC-PUT-PT-62,IGAC-PUT-PT-62-H1,1.18299900383881,-76.885560998769,COL,0,10,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Oi,,,,64.8,,14.9,5.0,,,,
IGAC-PUT-PT-62,IGAC-PUT-PT-62-H2,1.18299900383881,-76.885560998769,COL,10,27,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.3,,,38.8,,4.6,4.9,16.0,24.0,60.0,
IGAC-PUT-PT-62,IGAC-PUT-PT-62-H3,1.18299900383881,-76.885560998769,COL,27,51,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bg,1.4,,,27.6,,1.4,5.3,24.0,24.0,52.0,
IGAC-PUT-PT-62,IGAC-PUT-PT-62-H4,1.18299900383881,-76.885560998769,COL,51,100,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg1,1.4,,,22.0,,0.48,5.4,34.0,28.0,38.0,
IGAC-PUT-PT-62,IGAC-PUT-PT-62-H5,1.18299900383881,-76.885560998769,COL,100,150,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg2,1.3,,,27.5,,0.63,5.5,26.0,30.0,44.0,
IGAC-PUT-PT-67,IGAC-PUT-PT-67-H1,1.11050045713088,-76.8212540452866,COL,0,10,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.4,,25.0,20.8,,0.21,5.0,6.0,12.0,82.0,
IGAC-PUT-PT-67,IGAC-PUT-PT-67-H2,1.11050045713088,-76.8212540452866,COL,10,40,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.5,,25.0,20.2,,0.14,5.3,2.0,8.0,90.0,
IGAC-PUT-PT-71,IGAC-PUT-PT-71-H1,1.23418303515675,-76.9192997034932,COL,0,19,,perfil de suelo,,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,,0.45,,,70.3,,13.0,5.3,6.0,28.0,66.0,
IGAC-PUT-PT-71,IGAC-PUT-PT-71-H2,1.23418303515675,-76.9192997034932,COL,19,48,,perfil de suelo,,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,,1.3,,,54.9,,4.9,5.5,10.0,24.0,66.0,
IGAC-PUT-PT-71,IGAC-PUT-PT-71-H3,1.23418303515675,-76.9192997034932,COL,48,103,,perfil de suelo,,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,,1.3,,,47.9,,2.8,5.5,4.0,32.0,64.0,
IGAC-PUT-PT-71,IGAC-PUT-PT-71-H4,1.23418303515675,-76.9192997034932,COL,103,120,,perfil de suelo,,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,,1.4,,,37.9,,1.1,5.5,2.0,16.0,82.0,
IGAC-PUT-PT-71,IGAC-PUT-PT-71-H5,1.23418303515675,-76.9192997034932,COL,120,160,,perfil de suelo,,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,,1.4,,,35.1,,0.87,5.5,2.0,16.0,82.0,
IGAC-PUT-PT-7,IGAC-PUT-PT-7-H1,1.00515946302829,-76.5893044353019,COL,0,8,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,0.7,,,35.7,,6.5,4.3,22.0,32.0,46.0,
IGAC-PUT-PT-7,IGAC-PUT-PT-7-H2,1.00515946302829,-76.5893044353019,COL,8,20,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,1.4,,,24.2,,2.1,4.9,32.0,24.0,44.0,
IGAC-PUT-PT-7,IGAC-PUT-PT-7-H3,1.00515946302829,-76.5893044353019,COL,20,65,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw1,1.4,,,18.3,,1.1,5.1,38.0,24.0,38.0,
IGAC-PUT-PT-7,IGAC-PUT-PT-7-H4,1.00515946302829,-76.5893044353019,COL,65,95,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw2,1.1,,,15.2,,0.6,5.3,52.0,30.0,18.0,
IGAC-QUI-PQ-10,IGAC-QUI-PQ-10-H1,4.23228862093551,-75.7041131817088,COL,0,15,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,0.7,,,66.5,,12.86,5.1,6.0,30.0,64.0,
IGAC-QUI-PQ-10,IGAC-QUI-PQ-10-H2,4.23228862093551,-75.7041131817088,COL,15,43,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,0.6,,,37.5,,6.67,5.2,6.0,20.0,74.0,
IGAC-QUI-PQ-10,IGAC-QUI-PQ-10-H3,4.23228862093551,-75.7041131817088,COL,43,115,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,0.8,,,40.8,,2.53,5.2,,,,
IGAC-QUI-PQ-10,IGAC-QUI-PQ-10-H4,4.23228862093551,-75.7041131817088,COL,115,150,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,0.9,,,27.1,,1.27,5.3,,,,
IGAC-QUI-PQ-11,IGAC-QUI-PQ-11-H1,4.52725615696184,-75.612483837202,COL,0,47,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,0.78,,,21.0,,3.37,5.4,6.0,18.0,76.0,
IGAC-QUI-PQ-11,IGAC-QUI-PQ-11-H2,4.52725615696184,-75.612483837202,COL,47,87,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,0.77,,,9.8,,0.27,5.6,6.0,14.0,80.0,
IGAC-QUI-PQ-11,IGAC-QUI-PQ-11-H3,4.52725615696184,-75.612483837202,COL,87,135,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,0.74,,,14.7,,0.13,5.5,22.0,24.0,54.0,
IGAC-QUI-PQ-19,IGAC-QUI-PQ-19-H1,4.49662271614453,-75.7358485679148,COL,0,15,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,0.7,,,,,,,,,,
IGAC-QUI-PQ-19,IGAC-QUI-PQ-19-H2,4.49662271614453,-75.7358485679148,COL,15,73,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,0.7,,,,,,,,,,
IGAC-QUI-PQ-19,IGAC-QUI-PQ-19-H3,4.49662271614453,-75.7358485679148,COL,73,150,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,0.84,,,,,,,,,,
IGAC-QUI-PQ-23,IGAC-QUI-PQ-23-H1,4.67996193071872,-75.6065738387989,COL,0,30,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,0.78,,,,,,,,,,
IGAC-QUI-PQ-23,IGAC-QUI-PQ-23-H2,4.67996193071872,-75.6065738387989,COL,30,85,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,0.77,,,,,,,,,,
IGAC-QUI-PQ-23,IGAC-QUI-PQ-23-H3,4.67996193071872,-75.6065738387989,COL,85,150,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,0.74,,,,,,,,,,
IGAC-QUI-PQ-3,IGAC-QUI-PQ-3-H1,4.45469215229663,-75.6212913423866,COL,0,25,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A1,0.7,,,23.8,,5.16,5.4,4.0,20.0,76.0,
IGAC-QUI-PQ-3,IGAC-QUI-PQ-3-H2,4.45469215229663,-75.6212913423866,COL,25,40,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw1,0.7,,,10.5,,5.48,5.4,2.0,22.0,76.0,
IGAC-QUI-PQ-3,IGAC-QUI-PQ-3-H3,4.45469215229663,-75.6212913423866,COL,40,60,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ab,0.8,,,21.9,,3.63,5.5,4.0,22.0,74.0,
IGAC-QUI-PQ-3,IGAC-QUI-PQ-3-H4,4.45469215229663,-75.6212913423866,COL,60,85,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw2,0.9,,,17.5,,1.49,5.6,2.0,12.0,86.0,
IGAC-QUI-PQ-3,IGAC-QUI-PQ-3-H5,4.45469215229663,-75.6212913423866,COL,85,115,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,BC,1.0,,,10.9,,0.6,5.5,2.0,12.0,86.0,
IGAC-QUI-PQ-3,IGAC-QUI-PQ-3-H6,4.45469215229663,-75.6212913423866,COL,115,135,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.1,,,9.4,,0.27,5.4,2.0,6.0,92.0,
IGAC-QUI-PQ-3,IGAC-QUI-PQ-3-H7,4.45469215229663,-75.6212913423866,COL,135,150,,perfil de suelo,ANDISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,1.1,,,13.5,,0.27,5.4,2.0,12.0,86.0,
IGAC-QUI-PQ-7,IGAC-QUI-PQ-7-H1,4.27879734918147,-75.7890496549632,COL,0,32,,perfil de suelo,MOLISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.3,,,,,,,,,,
IGAC-QUI-PQ-7,IGAC-QUI-PQ-7-H2,4.27879734918147,-75.7890496549632,COL,32,74,,perfil de suelo,MOLISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.1,,,,,,,,,,
IGAC-QUI-PQ-7,IGAC-QUI-PQ-7-H3,4.27879734918147,-75.7890496549632,COL,74,105,,perfil de suelo,MOLISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,BC,1.0,,,,,,,,,,
IGAC-QUI-PQ-7,IGAC-QUI-PQ-7-H4,4.27879734918147,-75.7890496549632,COL,105,150,,perfil de suelo,MOLISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.0,,,,,,,,,,
IGAC-QUI-PQ-8,IGAC-QUI-PQ-8-H5,4.22888453523042,-75.7755234884183,COL,62,85,,perfil de suelo,INCEPTISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,,,50.0,,,,,,,,
IGAC-QUI-PQ-9,IGAC-QUI-PQ-9-H1,4.24055766703241,-75.7491987001057,COL,0,22,,perfil de suelo,INCEPTISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,0.6,,,43.8,,6.95,5.8,4.0,16.0,80.0,
IGAC-QUI-PQ-9,IGAC-QUI-PQ-9-H2,4.24055766703241,-75.7491987001057,COL,22,43,,perfil de suelo,INCEPTISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,0.7,,,35.8,,2.97,5.8,2.0,20.0,78.0,
IGAC-QUI-PQ-9,IGAC-QUI-PQ-9-H3,4.24055766703241,-75.7491987001057,COL,43,94,,perfil de suelo,INCEPTISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,0.9,,,22.3,,0.27,5.7,32.0,26.0,42.0,
IGAC-QUI-PQ-9,IGAC-QUI-PQ-9-H4,4.24055766703241,-75.7491987001057,COL,94,150,,perfil de suelo,INCEPTISOLES,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.0,,,21.4,,0.2,5.3,36.0,24.0,40.0,
IGAC-RIS-R-12,IGAC-RIS-R-12-H1,4.79161207246605,-75.883945004421,COL,0,30,,perfil de suelo,ALFISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,,,,17.5,,2.3,5.8,54.0,25.0,21.0,
IGAC-RIS-R-12,IGAC-RIS-R-12-H2,4.79161207246605,-75.883945004421,COL,30,48,,perfil de suelo,ALFISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,,,,19.8,,0.9,5.6,69.0,17.0,14.0,
IGAC-RIS-R-12,IGAC-RIS-R-12-H3,4.79161207246605,-75.883945004421,COL,48,78,,perfil de suelo,ALFISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bt,,,,17.5,,0.3,6.0,66.0,19.0,15.0,
IGAC-RIS-R-12,IGAC-RIS-R-12-H4,4.79161207246605,-75.883945004421,COL,78,150,,perfil de suelo,ALFISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,,,,17.1,,0.1,5.7,58.0,25.0,17.0,
IGAC-RIS-R-16,IGAC-RIS-R-16-H1,5.12965512073337,-75.9504119271621,COL,0,15,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,,,,18.5,,2.34,5.6,20.0,40.0,40.0,
IGAC-RIS-R-16,IGAC-RIS-R-16-H2,5.12965512073337,-75.9504119271621,COL,15,35,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,,,,14.8,,0.75,5.6,20.0,28.0,52.0,
IGAC-RIS-R-17,IGAC-RIS-R-17-H1,5.0983366156065,-75.9565393630965,COL,0,38,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,,,,43.4,,4.78,5.4,8.0,26.0,66.0,19.7
IGAC-RIS-R-17,IGAC-RIS-R-17-H2,5.0983366156065,-75.9565393630965,COL,38,65,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A1,,,,37.7,,2.39,5.3,4.0,26.0,70.0,18.4
IGAC-RIS-R-17,IGAC-RIS-R-17-H3,5.0983366156065,-75.9565393630965,COL,65,88,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A2,,,,42.6,,1.83,5.3,4.0,26.0,70.0,23.9
IGAC-RIS-R-17,IGAC-RIS-R-17-H4,5.0983366156065,-75.9565393630965,COL,88,150,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,,,,34.7,,0.43,5.6,8.0,28.0,64.0,22.5
IGAC-RIS-R-18,IGAC-RIS-R-18-H1,5.09525121691331,-75.9790801860445,COL,0,28,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,,,,69.0,,12.8,5.2,8.0,22.0,70.0,34.7
IGAC-RIS-R-18,IGAC-RIS-R-18-H2,5.09525121691331,-75.9790801860445,COL,28,70,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,,,,54.6,,7.18,5.6,6.0,26.0,68.0,24.7
IGAC-RIS-R-18,IGAC-RIS-R-18-H3,5.09525121691331,-75.9790801860445,COL,70,90,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,,,,32.5,,2.61,5.6,2.0,26.0,72.0,16.4
IGAC-RIS-R-18,IGAC-RIS-R-18-H4,5.09525121691331,-75.9790801860445,COL,90,130,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,BC,,,,33.4,,1.96,5.4,2.0,24.0,74.0,15.5
IGAC-RIS-R-21,IGAC-RIS-R-21-H1,5.10106437681793,-75.9257713455664,COL,0,16,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,,,,38.7,,3.16,5.5,22.0,32.0,46.0,
IGAC-RIS-R-21,IGAC-RIS-R-21-H2,5.10106437681793,-75.9257713455664,COL,16,35,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,,,,34.5,,1.74,5.8,24.0,30.0,46.0,
IGAC-RIS-R-21,IGAC-RIS-R-21-H3,5.10106437681793,-75.9257713455664,COL,35,65,,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,,,,40.4,,0.4,6.2,14.0,28.0,58.0,
IGAC-RIS-R-24,IGAC-RIS-R-24-H1,5.37585027212686,-75.9590183356409,COL,0,5,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A1,,,,,,,5.1,,,,52.7
IGAC-RIS-R-26,IGAC-RIS-R-26-H1,5.3791125581429,-75.9347052527543,COL,0,15,,perfil de suelo,ENTISOL,IGAC,GermanDarioAlvarezLucero<german.alvarez@igac.gov.co>,CC-BY-NC-ND,Ap,,,,24.7,,5.22,5.6,10.0,22.0,68.0,
IGAC-RIS-R-26,IGAC-RIS-R-26-H2,5.3791125581429,-75.9347052527543,COL,15,40,,perfil de suelo,ENTISOL,IGAC,GermanDarioAlvarezLucero<german.alvarez@igac.gov.co>,CC-BY-NC-ND,AC,,,,12.7,,1.02,5.8,12.0,22.0,66.0,
IGAC-RIS-R-26,IGAC-RIS-R-26-H3,5.3791125581429,-75.9347052527543,COL,40,70,,perfil de suelo,ENTISOL,IGAC,GermanDarioAlvarezLucero<german.alvarez@igac.gov.co>,CC-BY-NC-ND,C,,,,10.1,,1.08,6.2,14.0,20.0,66.0,
IGAC-RIS-R-5,IGAC-RIS-R-5-H1,4.84004244112067,-75.5452437525459,COL,0,19,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,,,,27.2,,6.1,5.5,4.0,20.0,76.0,
IGAC-RIS-R-5,IGAC-RIS-R-5-H2,4.84004244112067,-75.5452437525459,COL,19,37,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,,,,19.4,,2.4,5.7,10.0,26.0,64.0,
IGAC-RIS-R-5,IGAC-RIS-R-5-H3,4.84004244112067,-75.5452437525459,COL,37,45,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cr,,,,17.5,,0.4,6.8,20.0,30.0,50.0,
IGAC-RIS-RC-01,IGAC-RIS-RC-01-H1,4.88564753648258,-75.9006181858142,COL,0,36,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,,,,26.8,,2.1,6.4,30.0,34.0,36.0,
IGAC-RIS-RC-01,IGAC-RIS-RC-01-H2,4.88564753648258,-75.9006181858142,COL,36,75,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bs,,,,25.8,,0.7,7.4,42.0,42.0,16.0,
IGAC-RIS-RC-01,IGAC-RIS-RC-01-H3,4.88564753648258,-75.9006181858142,COL,75,95,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,,,,13.5,,0.2,6.6,8.0,16.0,76.0,
IGAC-RIS-RC-01,IGAC-RIS-RC-01-H4,4.88564753648258,-75.9006181858142,COL,95,140,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,2C2,,,,20.8,,0.3,6.9,24.0,48.0,28.0,
IGAC-RIS-RC-01,IGAC-RIS-RC-01-H5,4.88564753648258,-75.9006181858142,COL,140,150,,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C3,,,,14.5,,0.07,6.6,8.0,16.0,76.0,
IGAC-RIS-RC-10,IGAC-RIS-RC-10-H1,4.95796213277227,-75.8903981689521,COL,0,30,,perfil de suelo,MOLISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,,,,17.1,,1.97,6.3,28.0,32.0,40.0,
IGAC-RIS-RC-10,IGAC-RIS-RC-10-H2,4.95796213277227,-75.8903981689521,COL,30,40,,perfil de suelo,MOLISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,,,,17.3,,0.9,6.5,26.0,40.0,34.0,
